gross_over_budget,budget_2016_mm,gross_2016_mm,tickets_sold,content_rating,imdb_score,num_critic_for_reviews,num_user_for_reviews,nudity,movie_scale,movie_title,plot_keywords
2.85,55,156,20.1,R,7,119,564,n,medium,8 Mile,competition|contest|friend|self expression|white rapper
2.85,38,109,13.8,PG,7,89,186,n,medium,The SpongeBob SquarePants Movie,based on tv series|crown|dream|king neptune|plankton
2.87,42,119,15.4,R,8.3,134,549,n,medium,Amadeus,1800s|classical composer|composer|first person narration|opera
2.9,73,211,31.2,PG,4.8,35,85,n,medium,The Flintstones,1000000 b.c.|box office hit|lawn mowing|product placement|stone age
2.91,57,165,19.8,R,8.2,233,722,n,medium,Die Hard,christmas|christmas eve|christmas party|held at gunpoint|hostage
2.91,41,120,17.8,R,7.4,116,457,n,medium,The English Patient,church|english|flashback|nurse|patient
2.92,32,93,11.2,R,7.4,114,219,n,medium,Wall Street,1980s|argument|critique of capitalism|f word|fired from the job
2.93,50,147,19.1,G,6.2,108,301,n,medium,The Princess Diaries,cinderella story|fish out of water|makeover|manners|princess
2.93,29,84,10.7,PG,7.2,285,962,n,medium,Rocky Balboa,boxing|fight|heavyweight champion|restaurant|retired boxer
2.93,84,246,29.3,PG,4.5,107,98,n,medium,Alvin and the Chipmunks: The Squeakquel,adidas|chipmunk|hospital|school|waste container
2.94,50,146,18.5,PG,4.1,93,188,n,medium,Spy Kids 3-D: Game Over,mission|spy|surfing|trapped|virtual reality
2.94,79,231,30.2,PG-13,8.2,205,1171,n,medium,A Beautiful Mind,conspiracy|cryptography|mathematician|mental illness|nobel prize
2.95,75,221,32.2,PG-13,7.7,156,470,n,medium,As Good as It Gets,dog|friendship|neighbor|unlikely friendship|writer
2.96,65,194,24.8,PG-13,8,201,611,n,medium,The Pursuit of Happyness,bus|intern|internship|salesman|stockbroker
2.96,77,229,29.8,PG,7.8,125,327,n,medium,Back to the Future Part II,alternate timeline|same actor playing two characters simultaneously on screen|second part|year 2015|younger version of character
2.97,29,86,10.8,R,8.1,488,1518,n,medium,No Country for Old Men,coin toss|desert|sheriff|texas|tracking device
2.97,43,128,18.7,PG-13,7.7,68,261,n,medium,Philadelphia,aids|city name in title|gay|homophobia|lawyer
2.99,67,200,27,PG-13,6.8,55,125,n,medium,The Addams Family,accountant|loan shark|macabre|uncle|uncle fester
2.99,79,235,30.4,PG,7.6,193,467,n,medium,Ice Age,baby|ice|ice age|sleeping|sloth
3.01,51,152,17.8,PG-13,6.1,145,130,n,medium,Daddy's Home,biological father|dad|drinking|product placement|wilhelm scream
3.01,34,104,12.5,PG-13,6.8,297,524,n,medium,The Maze Runner,based on novel|concrete wall|maze|open ended|teenage boy
3.02,77,232,30.8,PG-13,7,150,507,n,medium,Meet the Parents,cat|cia|jewish|male nurse|nurse
3.02,32,98,11.8,R,7.3,449,491,n,medium,Flight,airline|flight|flight attendant|lawyer|pilot
3.03,52,158,23,R,8.6,216,1080,n,medium,Se7en,detective|police partner|serial killer|serial murder|seven deadly sins
3.05,53,161,19.5,R,7.9,123,418,n,medium,The Untouchables,corrupt judge|tax evasion|tough cop|white suit|year 1930
3.06,47,142,17.1,R,7.7,656,695,n,medium,Argo,1970s|cia|f word|u.s. embassy|year 1979
3.07,76,235,34.8,R,7.3,109,318,n,medium,Jerry Maguire,agent|career|client|fiance|sports agent
3.08,37,113,14.8,R,6.8,43,112,n,medium,Sea of Love,detective|love|single|suspect|title from song
3.09,26,81,9.7,PG,6.1,139,107,n,medium,Parental Guidance,chores|father figure|helicopter parents|in laws|punishment
3.13,41,129,15.4,R,7.6,319,420,n,medium,Lone Survivor,courage|navy seal|outnumbered|shot multiple times|survival
3.13,35,111,13,PG-13,7.7,437,362,n,medium,Creed,boxing|boxing match|fight|montage|philadelphia
3.15,44,139,18.7,PG,6,68,93,n,medium,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,chop socky|mutant|ninja|shredder|turtle
3.16,69,219,28.3,PG-13,8,194,667,n,medium,Catch Me If You Can,attorney|cat and mouse|fbi|pan am|pilot
3.17,96,304,39.2,PG-13,6.7,208,2335,n,medium,Signs,crop circle|faith|farm|glass of water|loss of faith
3.17,33,105,12.5,R,6.7,418,669,n,medium,This Is the End,apocalypse|celebrity|ensemble cast|party|rapture
3.19,55,175,21.5,PG-13,5.9,29,69,n,medium,The Golden Child,boy|child|chosen one|demon|detective
3.2,28,88,10.1,PG-13,6.3,162,186,n,medium,Dear John,army|coin collector|love|surfboard|u.s. army
3.2,28,89,11.1,PG-13,7,459,2192,n,medium,Cloverfield,brooklyn new york city|found footage|night vision|statue of liberty new york city|subway tunnel
3.2,26,85,10.1,R,7.7,445,553,n,medium,Zombieland,amusement park|on the road|zombie|zombie apocalypse|zombie spoof
3.22,47,153,19.9,PG,5.4,122,205,n,medium,Spy Kids,brother sister relationship|espionage|rescue|secret agent|spy
3.23,30,97,12.2,R,7,232,374,n,medium,Pineapple Express,murder|paranoia|process server|roach|stoner
3.24,33,107,13.5,PG-13,7.2,181,577,n,medium,Anchorman: The Legend of Ron Burgundy,1970s|anchorman|news anchor|newsroom|tv station
3.27,49,160,23.7,PG,6.4,53,118,n,medium,Phenomenon,brain tumor|genius|psionic power|telekinesis|terminal illness
3.3,44,145,17.4,R,7.2,375,345,n,medium,21 Jump Street,narcotics|parody|police|remake|undercover cop
3.35,38,128,16.2,PG-13,8.1,268,1106,n,medium,Million Dollar Baby,boxing|boxing trainer|death|suicide attempt|women boxing
3.35,51,170,21.9,PG-13,6.1,97,392,n,medium,Sweet Home Alabama,alabama|divorce|divorce papers|husband wife relationship|new york city
3.35,28,94,11.2,R,7.4,391,452,n,medium,Up in the Air,airport|business trip|downsizing|on the road|travel
3.36,37,125,14.8,R,6.9,340,387,n,medium,Horrible Bosses,black comedy|boss|chemical company|dental assistant|murder
3.37,26,88,11.2,PG,7.1,106,331,n,medium,Holes,bad luck|camp|curse|digging|hole
3.38,40,134,18.4,R,7.8,79,154,n,medium,The Verdict,archdiocese|court|hospital|lawyer|malpractice
3.38,84,284,36.7,PG-13,6.2,194,795,n,medium,Austin Powers in Goldmember,fem bot|prison|seductive fembot|spy|time travel
3.42,98,335,42.4,R,6.4,96,217,n,medium,Rambo: First Blood Part II,1980s|mission|prison|rambo|vietnam
3.44,28,97,11.6,R,6.9,32,52,n,medium,The Rose,awol|demand|driver|drugs|roses
3.44,26,91,10.9,R,6.8,50,120,n,medium,Young Guns,army|cattle|deputy|new mexico|rancher
3.45,85,292,39.3,PG-13,6.9,67,322,n,medium,Robin Hood: Prince of Thieves,balladeer|crusades|england|king|modern minstrel
3.46,30,104,15.1,R,6.8,63,203,n,medium,Bad Boys,drugs|heroin|murder|police|witness
3.47,52,181,23,PG,5.8,104,288,n,medium,Cheaper by the Dozen,9 year old|house|illinois|new job|vomiting
3.52,48,168,21.6,PG-13,6,46,109,n,medium,Kindergarten Cop,astoria|kindergarten|kindergarten teacher|school|teacher
3.53,68,242,34.1,R,7.6,81,319,n,medium,A Few Good Men,cuba|guantanamo|lance corporal|lawyer|murder
3.56,43,154,21,R,6.7,145,337,n,medium,Analyze This,analyst|mafia|patient|psychiatrist|wedding
3.56,42,148,19,PG-13,6.8,208,631,n,medium,The Devil Wears Prada,fashion|fashion industry|magazine|new york city|publishing
3.61,33,118,14.9,R,8,229,935,n,medium,Mystic River,ballistics|detective|friend|gun|sexual abuse
3.61,47,171,24.9,PG-13,6.3,59,178,n,medium,Ace Ventura: When Nature Calls,africa|bat|hawaiian shirt|pregnancy|pregnant
3.62,69,252,31.6,PG,5.2,131,146,n,medium,Alvin and the Chipmunks,based on cartoon|chipmunk|concert|fart joke|talking animal
3.63,29,105,14.2,PG-13,6.8,31,115,n,medium,My Girl,best friend|funeral|girl|overalls|summer
3.64,76,277,31.9,PG,7.7,304,296,n,medium,Despicable Me,girl|minion|moon|pyramid|white picket fence
3.71,44,164,19.6,R,6.6,270,380,n,medium,The Heat,drug lord|fbi|fbi agent|hospital|shot in the crotch
3.74,28,103,11.9,R,7.9,410,389,n,medium,The Fighter,boxer|boxing|boxing match|crack cocaine|lowell massachusetts
3.77,70,263,38.2,R,6.8,56,142,n,medium,The Firm,bar|fbi|law|law firm|lawyer
3.78,41,153,20.6,PG-13,6.8,43,87,n,medium,The Naked Gun 2½: The Smell of Fear,american president|evil industrialist|ex girlfriend|political leader|president
3.78,27,101,13,G,7,92,174,n,medium,The Rookie,baseball|coach|high school|pitching|texas
3.79,30,115,14.1,R,7,59,115,n,medium,The Color of Money,hustler|losing|pool|pool player|tournament
3.79,60,228,29.4,PG-13,7.2,223,1017,n,medium,Chicago,fame|jail|jazz age|murder|vaudeville
3.8,51,196,25.5,PG-13,6.7,187,988,n,medium,The Fast and the Furious,eighteen wheeler|illegal street racing|truck|trucker|undercover cop
3.83,51,194,23.5,R,7.1,330,322,n,medium,22 Jump Street,college|drugs|hidden camera|tattoo|undercover
3.84,36,138,16.5,R,5.7,275,232,n,medium,Identity Thief,bounty hunter|credit card|cross country|identity|police
3.85,42,161,21.5,PG,7.8,157,402,n,medium,Remember the Titans,american football|based on true story|head coach|high school|school
3.89,31,120,14.3,PG-13,7.2,304,323,n,medium,Lee Daniels' The Butler,butler|civil rights|hotel|president|white house
3.91,28,111,16.2,PG-13,5.8,72,283,n,medium,Mortal Kombat,based on video game|island|mortal kombat|tournament|warrior
3.92,42,164,21.8,PG-13,5.1,100,148,n,medium,Big Momma's House,disguise|fbi|female impersonation|gender disguise|obesity
3.98,32,126,15.3,R,7.8,217,629,n,medium,Predator,box office hit|commando|death of friend|jungle|severed arm
4.02,43,173,22,PG-13,5.5,121,236,n,medium,Bringing Down the House,divorce|lawyer|spanking|villain arrested|wrongful conviction
4.03,67,271,39.5,PG-13,6.8,73,243,n,medium,Liar Liar,birthday|birthday wish|father disappoints child|lie|workaholic
4.06,40,161,23.9,PG,6.2,50,117,n,medium,The First Wives Club,cult film|female therapist|revenge|revenge motive|therapy session
4.07,55,224,28.8,PG,7.6,104,241,n,medium,The Hunt for Red October,analyst|defection|navy|soviet submarine|submarine
4.09,36,148,19.5,R,7.4,55,183,n,medium,National Lampoon's Vacation,amusement park|dog|family vacation|national lampoon series|vacation
4.1,45,183,21.9,PG-13,6.7,224,273,n,medium,The Proposal,alaska|deportation|father son relationship|male objectification|sitka alaska
4.11,93,382,49.7,PG-13,8.3,149,477,n,medium,Indiana Jones and the Last Crusade,castle|diary|holy grail|map|nazi
4.14,60,248,34.9,R,6.7,68,136,n,medium,Lethal Weapon 3,gangster|gun|internal affairs|police|police officer
4.17,31,131,15.7,PG-13,6.8,214,164,n,medium,The Vow,car accident|life support|memory loss|trauma|voice recording
4.18,73,305,44.4,PG-13,7.8,119,270,n,medium,The Fugitive,hospital|on the run|one armed man|surgeon|u.s. marshal
4.19,35,148,21.4,G,5.9,45,67,n,medium,The Rugrats Movie,baby|home|hospital|lost|newborn baby
4.22,36,152,22.1,R,6.1,195,488,n,medium,Scream 2,college|ghostface|killer|killing spree|murder
4.24,34,144,18.3,PG,6.1,129,271,n,medium,Freaky Friday,body swap|camera shot of feet|foot closeup|reference to keith richards|reference to the rolling stones
4.27,34,147,18.6,PG-13,7.9,291,815,n,medium,Walk the Line,1960s|accident|concert|guitar|prison
4.37,37,160,23.2,R,8.9,174,1273,n,medium,Schindler's List,german|german soldier|jew|jewish|nazi
4.37,52,229,27.5,R,7,457,623,n,medium,Ted,2010s|car accident|sex scene|teddy bear|testicle
4.39,55,240,29.6,PG,7.3,106,219,n,medium,Star Trek IV: The Voyage Home,alien probe|humpback whales|probe|time travel|whale
4.41,63,279,30.6,R,9,149,650,n,medium,The Godfather: Part II,1950s|corrupt politician|lake tahoe nevada|melancholy|revenge
4.42,75,331,38.1,PG-13,4.9,293,498,n,medium,The Twilight Saga: Eclipse,friendship|graduation|revenge|vampire|werewolf
4.46,81,363,47.3,PG,7.9,212,945,n,medium,Shrek,donkey|fairy tale|ogre|princess|swamp
4.49,37,165,20.6,R,8.2,366,871,n,medium,Gran Torino,gang|gang rape|hmong|teenager|widower
4.49,39,176,22.7,PG,6.6,110,192,n,medium,Star Trek III: The Search for Spock,dying planet|planet|regaining one's memory|sacrifice|stabbed to death
4.5,42,188,21.7,PG-13,7.7,493,724,n,medium,True Grit,arkansas|murder|sheriff|texas ranger|u.s. marshal
4.54,75,340,39.9,PG,6.4,308,275,n,medium,Minions,antarctica|minion|queen|super villain|villain
4.56,26,121,14.5,PG,7.6,53,142,n,medium,Escape from Alcatraz,alcatraz|escape|inmate|island|prison
4.61,41,187,23,R,8.4,250,1076,n,medium,Aliens,alien|human versus alien|monster|rescue mission|space marine
4.78,49,236,32.2,PG-13,6.4,112,289,n,medium,Big Daddy,homosexual|law|law school|responsibility|vomiting
4.84,78,379,45.3,PG,7.5,306,284,n,medium,Despicable Me 2,dating|minion|overprotective father|undercover spy|woman agent
4.85,40,196,29,R,7.2,114,373,n,medium,Speed,bomb|bus|elevator|explosive|rescue
4.88,43,209,29.4,R,6.1,48,126,n,medium,The Bodyguard,bodyguard|manager|pop singer|secret service agent|singer
4.89,30,149,17.8,PG,7.5,109,306,n,medium,Beetlejuice,attic|ghost|surrealism|teenage girl|yuppie
4.93,74,363,54.5,Approved,7.6,61,344,n,medium,"It's a Mad, Mad, Mad, Mad World",california|desert|dying words|money|race
5,27,135,17.6,R,7.2,72,173,n,medium,Born on the Fourth of July,desert|drunkenness|religious mother|strict mother|vietnam war
5.15,74,379,44,PG,5.7,75,265,n,medium,Jaws 2,great white shark|island|mayor|police chief|shark
5.17,41,213,26.7,PG-13,5.2,350,1535,n,medium,Twilight,blood|high school|love|school|vampire
5.23,82,426,51.3,PG-13,7.3,673,1959,n,medium,The Hunger Games,fight to the death|game|massacre|self survival|suicide attempt
5.25,43,226,28.8,PG,6.9,152,395,n,medium,Elf,baby|christmas spirit|elf|new york city|north pole
5.46,27,146,18.5,R,7.4,83,175,n,medium,Witness,amish|love|murder|police|train
5.49,59,325,39.3,R,6.4,50,95,n,medium,Beverly Hills Cop II,detective|police|police chief|robbery|tall woman
5.56,53,296,30.3,G,8,66,150,n,medium,Fiddler on the Roof,immigration|jewish|pogrom|tradition|tradition versus modernity
5.75,28,163,19.1,R,7.9,349,331,n,medium,Straight Outta Compton,concert|gangsta rap|hip hop|nwa|rap music
5.8,31,180,23.4,R,7.6,114,273,n,medium,When Harry Met Sally...,friendship|love|male female friendship|new york|sex
5.85,32,186,24.1,PG,8,96,491,n,medium,Dead Poets Society,education|english teacher|poet|professor|student
5.93,56,332,39.5,PG-13,4.6,299,919,n,medium,The Twilight Saga: New Moon,forks washington|protecting a woman|title same as book|vampire|werewolf
5.95,60,355,42.9,R,7.3,490,916,n,medium,American Sniper,assassin|death of child|iraq|sniper|sniper rifle
5.99,89,534,78.9,PG-13,8.8,149,1398,n,medium,Forrest Gump,amputee|love|vietnam|vietnam war|war hero
6.08,34,208,29.3,PG-13,7,61,176,n,medium,Wayne's World,basement|lead actor's first film|long hair|public access|title directed by female
6.22,48,296,40.4,PG-13,6.6,199,784,n,medium,Austin Powers: The Spy Who Shagged Me,penis joke|phallic image|sexy agent|spy|volcano hideout
6.26,58,363,42,R,8.1,579,1058,n,medium,Deadpool,based on comic book|breaking the fourth wall|mercenary|mutant|self healing
6.28,33,210,26.5,PG-13,7.8,70,199,n,medium,The Color Purple,book strap|girl|racial discrimination|racial tension|stereotype
6.33,29,186,21.8,PG-13,6.5,221,185,n,medium,Pitch Perfect 2,2010s|a cappella|box office hit|second part|sequel
6.39,37,233,28,PG,7.3,99,204,n,medium,Big,friend|job|new york city|toy|wish
6.39,47,302,44.1,G,8.3,166,391,n,medium,Toy Story,claw crane|cowboy|jealousy|rivalry|toy
6.42,65,415,53.5,PG,7.6,148,524,n,medium,Indiana Jones and the Temple of Doom,children|studio logo segues into film|temple|village|white dinner jacket
6.58,36,235,34.6,PG,6.4,64,111,n,medium,The Santa Clause,1990s|christmas|christmas eve|sleigh|surrealism
6.61,77,508,57.5,PG,7.7,171,339,n,medium,Close Encounters of the Third Kind,alien|close encounter of the third kind|mothership|ufo|vision
6.63,29,192,25.3,PG,7.1,84,152,n,medium,WarGames,computer|game|high school|norad|teenager
6.66,29,194,28.7,PG-13,6.9,57,213,n,medium,The Mask,bank|bank clerk|gangster|loki|mask
6.79,27,181,21.4,PG-13,8.1,373,460,n,medium,The Help,black servant|chocolate pie|jackson mississippi|maid|writing a novel
6.88,33,230,31.1,R,8.6,185,916,n,medium,The Silence of the Lambs,case file|fbi agent|psycho thriller|psychopath|serial killer
6.91,51,351,42,R,8,100,331,n,medium,Rain Man,buick|convertible|last will and testament|savant|travel
6.98,29,203,25.9,R,6.1,25,60,n,medium,Private Benjamin,camera shot of feet|female stockinged feet|loss of husband|pantyhose|suntan pantyhose
7.16,27,191,26.1,PG,7.4,223,321,n,medium,Poltergeist,ghost|haunted|haunting|house|paranormal investigator
7.17,27,196,26.8,PG,7.7,148,359,n,medium,Star Trek II: The Wrath of Khan,jamming communications|planet|space station|taunt|trap
7.18,68,486,63.3,PG-13,7.6,186,817,n,medium,Batman,city|dc comics|gotham|pantyhose|police
7.2,45,322,60,Unrated,6.8,42,69,n,medium,The Robe,box office hit|crucifixion|nightmare|palestine|robe
7.28,48,350,63.3,Unrated,7.6,120,316,n,medium,West Side Story,dance|gang|new york city|puerto rican|tragedy
7.34,58,423,57.8,PG-13,8.1,234,2073,n,medium,The Sixth Sense,able to see the dead|ghost|plot twist|psychic|surprise ending
7.46,30,227,27.2,PG,6,27,79,n,medium,Twins,bare chested male|brother|catholic orphanage|long lost siblings|twins
7.76,48,372,52.4,G,8,124,244,n,medium,Aladdin,arab|genie|magic|princess|reference to a thousand and one nights
7.93,48,383,96.5,Passed,8.1,213,533,n,medium,The Wizard of Oz,evil witch|tornado|witch|wizard|wizard of oz
7.95,26,206,30.4,PG-13,7.3,84,438,n,medium,Dumb & Dumber,briefcase full of money|character repeating someone else's dialogue|character says i love you|friendship|reference to cinderella
8.05,55,441,60.3,PG,7.4,94,194,n,medium,Tootsie,actor|actress|friend|love|reputation
8.07,29,238,34.4,PG-13,6.1,108,300,n,medium,The Waterboy,coach|college|college football|domineering mother|football
8.37,40,338,43.5,PG-13,8,92,382,n,medium,Dances with Wolves,friendship|frontier|honor|outpost|soldier
8.77,42,364,52.9,PG-13,6.9,57,223,n,medium,Mrs. Doubtfire,actor|based on novel|fancy restaurant|male actor playing a female character|party
8.83,32,286,34.1,PG-13,7.7,261,420,n,medium,The Blind Side,american football|based on true story|football star|high school football|left tackle
9,36,325,63.2,Not Rated,6.7,44,107,n,medium,The Greatest Show on Earth,circus|clown|elephant trainer|trapeze|trapeze artist
9.4,73,685,101.1,G,8.5,186,656,n,medium,The Lion King,king|prince|scar|uncle|unnecessary guilt
9.51,78,745,98.1,PG,8.4,197,647,n,medium,Star Wars: Episode VI - Return of the Jedi,death star|emperor|empire|princess|rebel
9.53,27,262,31.7,R,7.3,62,131,n,medium,"Good Morning, Vietnam",disc jockey|friendship|radio|vietnam|vietnamese
9.64,31,297,41.8,PG,6.6,37,189,n,medium,Home Alone 2: Lost in New York,airport|christmas|florida|new york city|toy store
9.89,40,400,51.4,PG-13,7,77,252,n,medium,Ghost,death|film blanc|invisibility|love|unrequited love
10.16,84,851,110.6,PG-13,8,89,255,n,medium,Doctor Zhivago,bolshevik|poet|poetry|russia|russian revolution
11.08,42,470,59.3,PG,8.5,198,809,n,medium,Back to the Future,clock tower|delorean|future|time travel|time travel comedy
11.19,30,331,40.1,R,6.9,94,201,n,medium,Fatal Attraction,borderline personality disorder|killing a pet|madame butterfly|new york|new york city
